tenant_id,cloud_provider,account_id,service_name,region,usage_date,usage_quantity,usage_unit,billed_cost,effective_cost,currency,resource_id,tags
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-18,3687.76,Hrs,184.3879,184.3879,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-18,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-19,3305.44,Hrs,165.2718,165.2718,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-19,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-20,3827.59,Hrs,191.3793,191.3793,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-20,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-21,2916.25,Hrs,145.8123,145.8123,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-21,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-22,2292.28,Hrs,114.6139,114.6139,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-22,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-23,3249.23,Hrs,162.4616,162.4616,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-23,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-24,3669.67,Hrs,183.4836,183.4836,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-24,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-25,3545.93,Hrs,177.2966,177.2966,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-25,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-26,3638.53,Hrs,181.9265,181.9265,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-26,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-27,3399.88,Hrs,169.994,169.994,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-27,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-28,2933.59,Hrs,146.6796,146.6796,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-28,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-29,2915.68,Hrs,145.7841,145.7841,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-29,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-30,3684.7,Hrs,184.235,184.235,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-30,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-03-31,4001.87,Hrs,200.0934,200.0934,USD,aws-111111111111-amazon_ec2-us-east-1-2026-03-31,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-01,3813.84,Hrs,190.692,190.692,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-01,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-02,3428.75,Hrs,171.4376,171.4376,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-02,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-03,3796.16,Hrs,189.8078,189.8078,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-03,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-04,2557.22,Hrs,127.8609,127.8609,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-04,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-05,2968.77,Hrs,148.4386,148.4386,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-05,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-06,3689.2,Hrs,184.4601,184.4601,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-06,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-07,3654.69,Hrs,182.7346,182.7346,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-07,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-08,3512.74,Hrs,175.6369,175.6369,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-08,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-09,4084.59,Hrs,204.2293,204.2293,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-09,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-10,3680.21,Hrs,184.0103,184.0103,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-10,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-11,2702.99,Hrs,135.1494,135.1494,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-11,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-12,2724.13,Hrs,136.2064,136.2064,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-12,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-13,3902.46,Hrs,195.1231,195.1231,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-13,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-14,3858.27,Hrs,192.9137,192.9137,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-14,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-15,3878.26,Hrs,193.9132,193.9132,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-15,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-16,3889.52,Hrs,194.4761,194.4761,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-16,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-17,4410.74,Hrs,220.5368,220.5368,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-17,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-18,2736.46,Hrs,136.8228,136.8228,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-18,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-19,2716.58,Hrs,135.8289,135.8289,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-19,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-20,3536.29,Hrs,176.8147,176.8147,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-20,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-21,3974.89,Hrs,198.7447,198.7447,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-21,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-22,4136.56,Hrs,206.8278,206.8278,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-22,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-23,3764.95,Hrs,188.2477,188.2477,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-23,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-24,3549.53,Hrs,177.4764,177.4764,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-24,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-25,2669.72,Hrs,133.4861,133.4861,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-25,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-26,3011.52,Hrs,150.5762,150.5762,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-26,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-27,4049.72,Hrs,202.4862,202.4862,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-27,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-28,3994.52,Hrs,199.7258,199.7258,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-28,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-29,3629.79,Hrs,181.4897,181.4897,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-29,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-04-30,3910.98,Hrs,195.549,195.549,USD,aws-111111111111-amazon_ec2-us-east-1-2026-04-30,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-01,3881.32,Hrs,194.0661,194.0661,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-01,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-02,2938.93,Hrs,146.9464,146.9464,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-02,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-03,3094.39,Hrs,154.7196,154.7196,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-03,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-04,3931.85,Hrs,196.5926,196.5926,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-04,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-05,4078.66,Hrs,203.9332,203.9332,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-05,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-06,3895.3,Hrs,194.765,194.765,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-06,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
11111111-1111-1111-1111-111111111111,AWS,111111111111,Amazon EC2,us-east-1,2026-05-07,3969.91,Hrs,198.4956,198.4956,USD,aws-111111111111-amazon_ec2-us-east-1-2026-05-07,"{""source"": ""dummy_data"", ""usage_type"": ""Usage""}"
