tenant_id,provider,account_id,usage_date,service_name,usage_type,region,billed_cost,usage_quantity,usage_unit,currency,ingested_at
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-18,Amazon EC2,Usage,us-east-1,184.3879,3687.76,Hrs,USD,2026-06-25 07:33:57.672274+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-19,Amazon EC2,Usage,us-east-1,165.2718,3305.44,Hrs,USD,2026-06-25 07:33:57.672298+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-20,Amazon EC2,Usage,us-east-1,191.3793,3827.59,Hrs,USD,2026-06-25 07:33:57.672303+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-21,Amazon EC2,Usage,us-east-1,145.8123,2916.25,Hrs,USD,2026-06-25 07:33:57.672307+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-22,Amazon EC2,Usage,us-east-1,114.6139,2292.28,Hrs,USD,2026-06-25 07:33:57.672349+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-23,Amazon EC2,Usage,us-east-1,162.4616,3249.23,Hrs,USD,2026-06-25 07:33:57.672358+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-24,Amazon EC2,Usage,us-east-1,183.4836,3669.67,Hrs,USD,2026-06-25 07:33:57.672362+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-25,Amazon EC2,Usage,us-east-1,177.2966,3545.93,Hrs,USD,2026-06-25 07:33:57.672365+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-26,Amazon EC2,Usage,us-east-1,181.9265,3638.53,Hrs,USD,2026-06-25 07:33:57.672418+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-27,Amazon EC2,Usage,us-east-1,169.994,3399.88,Hrs,USD,2026-06-25 07:33:57.672424+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-28,Amazon EC2,Usage,us-east-1,146.6796,2933.59,Hrs,USD,2026-06-25 07:33:57.672429+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-29,Amazon EC2,Usage,us-east-1,145.7841,2915.68,Hrs,USD,2026-06-25 07:33:57.672461+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-30,Amazon EC2,Usage,us-east-1,184.235,3684.7,Hrs,USD,2026-06-25 07:33:57.672467+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-03-31,Amazon EC2,Usage,us-east-1,200.0934,4001.87,Hrs,USD,2026-06-25 07:33:57.672513+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-01,Amazon EC2,Usage,us-east-1,190.692,3813.84,Hrs,USD,2026-06-25 07:33:57.672520+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-02,Amazon EC2,Usage,us-east-1,171.4376,3428.75,Hrs,USD,2026-06-25 07:33:57.672530+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-03,Amazon EC2,Usage,us-east-1,189.8078,3796.16,Hrs,USD,2026-06-25 07:33:57.672532+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-04,Amazon EC2,Usage,us-east-1,127.8609,2557.22,Hrs,USD,2026-06-25 07:33:57.672536+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-05,Amazon EC2,Usage,us-east-1,148.4386,2968.77,Hrs,USD,2026-06-25 07:33:57.672569+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-06,Amazon EC2,Usage,us-east-1,184.4601,3689.2,Hrs,USD,2026-06-25 07:33:57.672575+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-07,Amazon EC2,Usage,us-east-1,182.7346,3654.69,Hrs,USD,2026-06-25 07:33:57.672579+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-08,Amazon EC2,Usage,us-east-1,175.6369,3512.74,Hrs,USD,2026-06-25 07:33:57.672582+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-09,Amazon EC2,Usage,us-east-1,204.2293,4084.59,Hrs,USD,2026-06-25 07:33:57.672585+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-10,Amazon EC2,Usage,us-east-1,184.0103,3680.21,Hrs,USD,2026-06-25 07:33:57.672588+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-11,Amazon EC2,Usage,us-east-1,135.1494,2702.99,Hrs,USD,2026-06-25 07:33:57.672591+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-12,Amazon EC2,Usage,us-east-1,136.2064,2724.13,Hrs,USD,2026-06-25 07:33:57.672594+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-13,Amazon EC2,Usage,us-east-1,195.1231,3902.46,Hrs,USD,2026-06-25 07:33:57.672598+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-14,Amazon EC2,Usage,us-east-1,192.9137,3858.27,Hrs,USD,2026-06-25 07:33:57.672601+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-15,Amazon EC2,Usage,us-east-1,193.9132,3878.26,Hrs,USD,2026-06-25 07:33:57.672630+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-16,Amazon EC2,Usage,us-east-1,194.4761,3889.52,Hrs,USD,2026-06-25 07:33:57.672636+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-17,Amazon EC2,Usage,us-east-1,220.5368,4410.74,Hrs,USD,2026-06-25 07:33:57.672639+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-18,Amazon EC2,Usage,us-east-1,136.8228,2736.46,Hrs,USD,2026-06-25 07:33:57.672643+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-19,Amazon EC2,Usage,us-east-1,135.8289,2716.58,Hrs,USD,2026-06-25 07:33:57.672646+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-20,Amazon EC2,Usage,us-east-1,176.8147,3536.29,Hrs,USD,2026-06-25 07:33:57.672649+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-21,Amazon EC2,Usage,us-east-1,198.7447,3974.89,Hrs,USD,2026-06-25 07:33:57.672652+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-22,Amazon EC2,Usage,us-east-1,206.8278,4136.56,Hrs,USD,2026-06-25 07:33:57.672681+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-23,Amazon EC2,Usage,us-east-1,188.2477,3764.95,Hrs,USD,2026-06-25 07:33:57.672687+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-24,Amazon EC2,Usage,us-east-1,177.4764,3549.53,Hrs,USD,2026-06-25 07:33:57.672690+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-25,Amazon EC2,Usage,us-east-1,133.4861,2669.72,Hrs,USD,2026-06-25 07:33:57.672722+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-26,Amazon EC2,Usage,us-east-1,150.5762,3011.52,Hrs,USD,2026-06-25 07:33:57.672728+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-27,Amazon EC2,Usage,us-east-1,202.4862,4049.72,Hrs,USD,2026-06-25 07:33:57.672742+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-28,Amazon EC2,Usage,us-east-1,199.7258,3994.52,Hrs,USD,2026-06-25 07:33:57.672817+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-29,Amazon EC2,Usage,us-east-1,181.4897,3629.79,Hrs,USD,2026-06-25 07:33:57.672824+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-04-30,Amazon EC2,Usage,us-east-1,195.549,3910.98,Hrs,USD,2026-06-25 07:33:57.672828+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-05-01,Amazon EC2,Usage,us-east-1,194.0661,3881.32,Hrs,USD,2026-06-25 07:33:57.672831+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-05-02,Amazon EC2,Usage,us-east-1,146.9464,2938.93,Hrs,USD,2026-06-25 07:33:57.672835+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-05-03,Amazon EC2,Usage,us-east-1,154.7196,3094.39,Hrs,USD,2026-06-25 07:33:57.672838+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-05-04,Amazon EC2,Usage,us-east-1,196.5926,3931.85,Hrs,USD,2026-06-25 07:33:57.672841+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-05-05,Amazon EC2,Usage,us-east-1,203.9332,4078.66,Hrs,USD,2026-06-25 07:33:57.672873+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-05-06,Amazon EC2,Usage,us-east-1,194.765,3895.3,Hrs,USD,2026-06-25 07:33:57.672879+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-05-07,Amazon EC2,Usage,us-east-1,198.4956,3969.91,Hrs,USD,2026-06-25 07:33:57.672883+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-05-08,Amazon EC2,Usage,us-east-1,204.112,4082.24,Hrs,USD,2026-06-25 07:33:57.672886+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-05-09,Amazon EC2,Usage,us-east-1,128.9301,2578.6,Hrs,USD,2026-06-25 07:33:57.672890+00:00
11111111-1111-1111-1111-111111111111,aws,111111111111,2026-05-10,Amazon EC2,Usage,us-east-1,142.424,2848.48,Hrs,USD,2026-06-25 07:33:57.672894+00:00
